feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
5,41,45,13,44,3,29,1
39,45,32,24,21,27,38,1
42,34,14,21,37,5,43,1
43,23,20,29,23,3,7,0
15,35,16,49,19,39,42,1
14,46,2,39,38,11,32,1
35,7,17,4,30,5,11,0
32,29,5,16,3,21,10,0
17,7,22,37,8,10,8,0
12,8,2,1,15,7,18,0
36,25,14,49,41,43,46,1
2,36,16,28,22,33,21,0
26,49,25,8,14,11,18,0
19,17,32,11,14,19,36,0
26,49,28,23,20,17,6,0
34,36,38,2,13,44,10,1
26,40,31,3,12,3,36,0
6,40,36,19,24,28,8,0
30,19,36,24,36,33,13,1
34,36,10,41,7,44,18,1
34,28,28,38,13,19,16,1
6,15,35,49,44,20,33,1
30,15,36,7,7,44,49,1
49,32,22,49,27,42,2,1
15,22,48,41,18,11,18,0
2,43,44,28,23,20,28,1
36,37,8,13,14,19,4,0
10,14,40,22,11,44,4,0
22,43,25,42,25,5,44,1
3,26,29,4,47,9,3,0
35,49,23,21,1,42,14,1
22,24,36,31,22,18,38,1
40,40,33,5,12,37,35,1
32,29,16,26,27,14,8,0
47,13,4,11,30,32,16,0
9,8,32,21,14,22,25,0
23,35,24,44,6,15,25,0
43,32,22,7,13,43,29,1
10,8,34,17,22,17,40,0
13,42,10,8,33,4,10,0
7,46,10,10,25,31,27,0
3,18,2,14,44,43,42,0
13,7,39,34,39,34,49,1
5,14,44,4,47,33,42,1
35,20,35,22,22,45,9,1
22,40,11,26,23,10,20,0
40,23,31,43,28,33,5,1
10,18,29,43,19,37,11,0
8,42,12,46,19,35,34,1
39,29,12,36,11,25,32,1
15,9,40,19,9,42,17,0
42,28,25,45,32,21,42,1
14,2,45,22,14,41,21,0
26,46,20,17,37,48,29,1
14,16,18,48,22,37,27,1
38,32,20,13,12,1,36,0
2,29,5,27,10,31,12,0
18,30,10,24,35,33,34,1
32,39,17,37,15,28,40,1
43,41,26,27,10,18,22,1
16,47,14,46,1,12,48,1
27,8,43,43,11,3,9,0
31,47,39,34,8,4,33,1
42,25,44,16,12,22,1,0
40,3,30,16,5,15,17,0
40,16,12,42,36,44,33,1
19,30,8,39,28,1,47,0
48,49,16,41,34,31,18,1
6,20,47,3,49,18,45,1
16,24,42,43,42,15,30,1
47,33,48,32,10,46,30,1
8,28,36,13,6,20,16,0
44,44,44,10,3,28,24,1
11,43,16,29,19,14,19,0
20,9,6,32,35,3,32,0
10,22,1,11,17,18,49,0
13,48,14,10,49,37,43,1
10,31,18,16,14,12,47,0
46,14,47,3,16,28,25,1
47,8,14,19,4,23,40,0
40,44,6,10,26,14,45,1
43,3,8,33,8,43,7,0
43,6,47,30,36,1,30,1
33,43,40,14,48,9,16,1
7,30,19,34,19,21,4,0
20,47,9,45,18,22,4,0
26,2,37,42,26,7,46,1
5,38,22,39,6,16,20,0
24,40,49,7,28,7,9,0
34,35,9,45,29,47,18,1
15,35,24,16,34,38,36,1
25,45,9,44,10,43,7,1
9,25,48,22,48,46,42,1
20,33,33,3,48,10,36,1
44,9,26,15,2,20,5,0
45,11,43,22,43,19,19,1
6,36,3,49,20,39,19,0
43,7,8,21,19,46,32,1
9,29,30,24,1,37,18,0
21,27,23,20,40,44,42,1
41,38,47,19,32,13,19,1
32,8,28,16,26,8,42,0
18,9,17,28,31,14,30,0
44,19,43,39,7,45,3,1
30,23,48,20,1,45,12,1
43,47,22,37,34,24,28,1
2,49,43,42,14,2,38,1
29,42,28,10,7,29,48,1
4,39,2,34,49,43,44,1
20,14,22,11,4,47,45,0
27,12,17,31,23,40,9,0
41,9,24,38,29,32,47,1
2,9,38,28,34,16,28,0
17,25,28,9,44,28,29,1
42,27,12,4,30,35,40,1
17,21,4,40,8,2,40,0
9,37,24,28,23,18,43,1
25,45,12,46,42,14,40,1
8,23,43,35,29,32,15,1
25,29,2,5,26,33,21,0
25,30,49,5,8,1,47,0
28,23,47,7,29,49,48,1
11,14,26,24,19,31,12,0
36,32,22,45,4,40,32,1
20,26,21,47,48,45,44,1
31,13,37,38,40,25,7,1
10,49,3,13,47,40,17,1
39,35,9,10,6,39,14,0
3,13,34,3,14,49,43,0
35,14,16,14,13,31,25,0
34,23,17,32,45,15,35,1
43,22,21,8,29,21,17,0
36,39,24,41,19,10,21,1
21,43,11,32,18,26,21,0
2,19,44,26,7,5,37,0
16,22,31,1,4,6,23,0
45,4,25,47,38,47,20,1
24,29,3,44,33,48,6,1
3,42,14,39,7,37,36,1
36,19,31,31,7,13,23,0
36,49,42,6,37,40,48,1
5,5,12,45,18,6,40,0
3,5,11,47,14,31,11,0
20,2,26,36,42,14,13,0
14,3,31,48,47,49,5,1
22,3,11,25,19,9,41,0
47,25,7,27,49,19,18,1
16,30,9,1,29,43,9,0
13,18,28,19,15,15,3,0
14,11,25,3,16,44,33,0
33,14,49,3,21,48,46,1
1,11,1,2,38,45,45,0
25,41,44,43,46,4,25,1
46,7,31,8,31,35,41,1
26,41,47,4,14,36,26,1
1,45,14,38,4,43,1,0
25,19,13,22,47,40,15,1
32,8,27,9,47,16,26,0
30,23,19,21,48,24,43,1
19,31,35,24,15,33,18,0
5,19,14,16,20,12,12,0
15,36,27,1,34,41,14,0
37,25,46,32,3,27,46,1
1,18,21,24,21,35,44,0
18,21,34,35,37,17,38,1
2,49,23,23,49,41,43,1
19,2,4,42,45,30,11,0
4,21,49,30,22,12,1,0
48,31,15,24,6,17,9,0
38,15,40,31,30,31,34,1
36,10,28,25,7,7,41,0
31,47,16,44,2,16,8,0
2,25,12,13,39,1,35,0
2,3,17,45,27,1,23,0
24,10,1,16,34,39,21,0
35,8,11,10,24,15,24,0
32,22,11,35,21,49,8,1
35,39,25,49,20,20,45,1
7,27,16,13,30,18,1,0
35,30,25,27,17,44,26,1
16,11,20,15,27,16,10,0
9,46,7,4,2,30,41,0
42,43,17,38,8,30,3,1
7,25,22,36,7,28,22,0
44,2,34,14,20,43,2,0
15,24,24,19,23,28,19,0
43,23,30,49,12,17,35,1
1,1,17,21,28,43,30,0
31,38,32,14,13,9,17,0
46,16,12,10,4,35,44,0
5,21,36,21,4,19,33,0
12,36,5,16,37,36,18,0
25,41,2,39,33,12,11,0
38,15,4,9,13,37,6,0
24,1,31,9,36,42,18,0
14,12,20,23,7,24,12,0
34,20,4,5,14,43,49,0
15,47,12,5,4,40,33,0
31,23,31,49,7,43,49,1
38,1,33,12,9,9,46,0
8,44,22,41,7,45,39,1
39,44,10,29,3,4,49,1
31,40,29,36,9,17,31,1
46,13,13,43,39,28,9,1
35,16,6,13,23,36,1,0
3,34,20,13,43,23,22,0
44,29,37,24,34,26,48,1
4,18,20,40,35,45,6,0
1,31,40,43,29,1,22,0
12,48,48,10,5,43,41,1
6,23,40,26,27,41,6,0
12,30,37,27,7,46,36,1
25,22,40,17,46,29,1,1
6,37,18,1,15,42,31,0
37,34,14,43,22,1,37,1
35,42,21,31,23,25,1,1
24,17,27,10,12,36,33,0
37,24,16,40,10,39,42,1
20,11,19,12,8,20,40,0
2,5,49,31,35,21,45,1
40,24,46,7,5,48,21,1
32,49,23,37,10,11,30,1
16,24,25,40,33,34,1,0
28,20,5,18,32,17,8,0
44,45,38,29,44,8,44,1
46,43,33,3,6,43,21,1
30,12,4,33,27,41,49,1
1,40,42,22,38,26,26,1
10,46,34,47,30,40,40,1
28,25,4,43,44,45,48,1
9,23,9,7,24,38,26,0
2,3,26,26,28,20,46,0
4,48,15,28,15,34,1,0
38,13,45,37,18,26,9,1
14,7,3,14,8,34,9,0
44,36,23,4,27,32,42,1
21,10,37,30,44,40,3,1
41,39,5,34,14,12,9,0
29,1,22,17,46,42,10,0
9,19,3,32,43,17,45,0
21,41,25,15,37,38,18,1
43,28,15,1,8,12,23,0
15,39,46,40,32,47,37,1
14,33,9,1,36,26,37,0
45,48,31,43,20,41,30,1
6,49,30,30,39,5,26,1
27,45,34,45,48,43,39,1
40,47,14,7,4,34,45,1
41,12,17,8,46,20,19,0
8,17,42,21,6,22,2,0
11,46,8,38,18,22,34,1
6,35,6,45,35,32,25,1
10,27,28,35,12,2,31,0
6,15,5,34,21,37,41,0
3,11,46,13,37,39,5,0
29,38,2,3,12,24,36,0
10,30,44,16,17,26,18,0
48,17,35,25,15,26,14,1
43,40,25,21,17,36,31,1
12,21,38,4,29,28,17,0
23,26,18,2,29,44,24,0
14,11,20,15,27,44,13,0
23,40,17,30,6,49,33,1
17,16,9,44,46,42,43,1
19,2,22,1,31,41,4,0
37,49,45,21,40,5,11,1
11,25,42,30,45,38,42,1
49,15,45,40,8,41,48,1
4,12,3,2,37,34,38,0
4,41,47,15,8,6,12,0
36,18,2,36,30,17,26,0
29,20,18,42,3,5,36,0
22,40,36,14,27,1,16,0
21,5,39,12,10,24,17,0
13,39,9,8,28,14,34,0
30,29,17,5,18,14,36,0
33,38,21,40,30,14,25,1
17,25,1,44,4,1,11,0
47,23,17,6,37,6,18,0
23,34,46,2,13,44,10,0
41,9,33,44,32,24,21,1
17,4,11,14,43,10,10,0
35,8,4,39,45,25,39,1
24,29,38,25,45,27,8,1
26,39,33,26,2,36,13,0
25,49,42,47,15,31,37,1
4,32,22,8,30,15,41,0
33,13,11,44,29,20,7,0
30,26,8,1,2,30,12,0
9,13,29,27,2,16,14,0
15,9,33,20,27,39,12,0
16,13,22,38,30,41,31,1
34,32,42,33,19,40,30,1
40,33,15,14,5,8,37,0
3,31,43,2,2,42,26,0
42,37,37,35,24,47,47,1
37,44,31,30,36,30,17,1
9,33,40,29,22,10,39,1
33,49,49,17,26,18,40,1
35,12,38,14,25,38,17,1
24,41,6,35,30,13,20,0
28,16,14,41,18,10,40,0
28,23,33,15,9,29,17,0
27,13,24,34,22,39,46,1
6,20,13,5,11,1,22,0
18,22,8,30,21,15,42,0
48,32,10,43,33,35,13,1
11,44,24,37,3,47,47,1
40,16,26,6,44,45,19,1
6,41,38,15,7,5,12,0
3,18,45,6,43,5,42,0
39,4,8,38,17,20,25,0
37,12,4,34,3,29,38,0
35,38,14,4,18,28,19,0
48,34,26,11,24,28,13,1
2,11,32,23,42,2,21,0
12,24,7,42,2,37,26,0
44,33,23,40,45,3,17,1
9,39,28,37,26,48,21,1
40,27,5,14,20,48,5,0
46,41,16,14,27,17,32,1
35,16,20,21,44,30,38,1
8,46,19,12,25,3,1,0
42,19,8,33,35,43,35,1
35,37,48,43,6,9,35,1
44,18,10,13,11,22,19,0
28,13,37,27,17,30,24,1
24,37,8,5,16,2,43,0
11,41,32,35,18,43,3,1
30,2,3,38,24,45,23,0
11,37,16,11,2,6,44,0
6,29,38,27,47,17,36,1
24,46,26,38,46,36,15,1
45,30,43,13,9,49,44,1
3,21,22,22,20,5,31,0
30,44,9,2,35,23,47,1
23,2,20,35,44,43,39,1
49,28,12,15,7,33,37,1
41,46,34,24,7,28,44,1
23,1,22,41,9,5,17,0
28,9,28,18,35,1,14,0
20,11,19,4,3,19,3,0
18,49,27,22,16,5,3,0
5,41,24,40,7,41,1,0
28,17,8,36,11,49,21,0
32,47,49,17,21,11,20,1
48,35,11,13,9,7,4,0
42,1,28,42,47,34,26,1
49,45,19,10,2,7,6,0
3,43,31,28,20,25,15,0
5,34,37,26,28,12,42,1
11,12,23,35,21,10,13,0
19,4,3,3,46,34,40,0
16,44,24,39,31,19,24,1
30,34,16,44,15,29,21,1
35,34,31,10,14,42,23,1
22,38,4,48,2,15,33,0
6,38,15,27,6,6,48,0
8,25,16,2,7,21,22,0
22,40,30,3,46,7,31,1
26,5,21,45,10,19,31,0
48,41,35,43,19,30,32,1
5,8,27,11,32,3,10,0
23,28,6,9,7,40,44,0
41,49,43,5,7,25,12,1
36,16,21,47,13,5,20,0
29,45,40,38,24,23,27,1
33,2,27,1,6,22,31,0
7,49,33,11,48,42,46,1
34,9,38,33,43,38,37,1
25,2,30,35,36,42,35,1
25,25,40,46,48,16,38,1
5,12,21,1,28,33,41,0
8,45,18,27,12,27,44,1
32,20,4,44,9,24,46,1
39,43,44,42,24,36,2,1
36,23,15,7,2,23,4,0
16,1,9,10,13,34,5,0
14,12,17,42,27,7,33,0
21,5,41,29,34,36,1,0
36,19,6,1,30,34,15,0
19,49,14,21,48,9,42,1
20,45,26,21,19,39,31,1
32,14,49,36,36,34,7,1
2,4,43,34,10,39,43,0
30,28,15,24,1,18,38,0
1,49,2,5,16,42,17,0
19,21,16,21,9,20,31,0
32,34,45,26,21,10,28,1
1,11,7,29,21,33,37,0
14,44,40,18,45,1,21,1
40,12,11,30,19,30,42,1
6,36,34,13,30,31,37,1
34,24,43,24,20,20,23,1
23,33,33,40,33,26,17,1
23,46,28,8,26,29,5,0
20,40,10,15,12,42,43,1
37,26,20,46,13,27,18,1
29,30,18,32,8,49,37,1
30,25,22,15,12,30,7,0
38,46,33,14,46,21,41,1
7,39,7,23,12,46,18,0
26,42,47,4,41,34,31,1
40,1,12,22,38,3,27,0
25,44,38,48,13,31,42,1
17,33,35,33,27,5,26,1
6,25,33,24,44,17,35,1
8,45,20,47,28,20,17,1
38,7,49,47,38,30,48,1
13,31,47,44,14,32,9,1
1,37,32,11,35,30,29,0
46,36,12,25,44,33,16,1
13,32,7,15,2,19,3,0
46,9,24,46,5,31,12,0
1,30,28,15,49,38,45,1
26,30,42,23,24,41,28,1
40,12,42,18,46,31,41,1
36,44,49,21,20,17,35,1
49,38,20,17,44,10,1,1
40,16,4,25,18,28,14,0
39,5,4,6,18,30,47,0
12,4,42,6,42,40,38,1
16,47,32,33,14,47,18,1
19,49,45,11,7,37,14,1
44,26,24,24,30,35,36,1
4,39,38,46,27,26,11,1
42,25,18,9,15,17,10,0
31,1,16,8,5,13,28,0
8,27,38,17,30,23,20,0
23,34,22,46,30,38,9,1
48,42,20,1,24,36,8,1
18,20,1,35,5,44,3,0
37,13,7,40,23,22,41,1
43,12,33,3,19,35,7,0
30,22,40,33,33,30,29,1
40,19,37,1,47,20,1,0
21,9,24,10,48,31,3,0
5,35,26,41,1,3,33,0
27,38,26,28,46,2,31,1
31,19,32,15,22,18,29,0
47,35,30,27,34,20,9,1
24,8,20,30,9,15,48,0
24,23,20,44,14,15,32,0
43,28,19,29,27,16,32,1
13,25,20,45,18,6,17,0
11,28,36,22,11,9,18,0
49,13,37,28,26,13,2,0
20,36,18,16,25,24,28,0
43,11,23,44,6,42,20,1
47,48,1,21,19,35,44,1
47,19,18,20,42,24,47,1
25,16,42,20,42,20,35,1
7,22,11,26,3,2,9,0
24,41,26,27,21,37,45,1
8,39,31,44,44,28,49,1
13,31,21,45,30,9,15,0
20,33,14,7,36,15,16,0
8,4,6,17,47,8,16,0
32,37,37,5,26,19,35,1
33,24,32,10,46,11,47,1
24,8,33,33,26,48,22,1
36,47,2,23,1,1,46,0
21,15,34,48,3,29,36,1
18,47,37,13,35,38,34,1
48,37,4,2,2,35,21,0
14,21,24,4,42,23,44,0
14,11,40,8,1,3,29,0
14,23,4,31,34,49,22,1
27,29,6,14,36,40,14,0
43,27,41,24,28,16,48,1
42,46,6,19,9,38,39,1
2,24,19,13,39,5,32,0
25,29,27,34,21,7,31,0
43,13,23,2,11,1,19,0
7,42,35,2,35,11,6,0
1,19,38,19,11,5,39,0
21,17,5,23,47,24,14,0
41,29,15,18,25,16,7,0
2,35,12,49,1,15,7,0
35,4,17,25,20,42,30,0
12,16,28,21,10,40,25,0
34,12,35,13,7,8,20,0
45,41,25,22,6,29,12,1
39,46,25,4,1,28,19,0
1,9,47,9,8,9,17,0
7,15,29,14,15,7,9,0
45,32,42,41,47,26,7,1
35,48,42,47,39,26,23,1
41,12,13,30,22,17,29,0
31,49,2,16,19,10,8,0
23,5,37,43,34,16,43,1
48,16,12,10,18,36,43,1
36,6,35,21,35,45,49,1
47,22,44,18,42,38,9,1
19,9,22,14,34,40,35,0
5,11,14,3,9,4,44,0
37,15,38,33,47,5,7,1
3,25,8,32,14,25,15,0
2,37,12,23,2,41,5,0
17,37,33,36,14,42,4,1
34,11,16,26,37,32,32,1
22,36,1,11,12,37,45,0
32,45,19,17,18,43,19,1
12,15,9,44,34,42,22,1
46,45,4,20,15,8,46,1
20,48,46,45,1,9,34,1
1,2,41,13,11,26,3,0
41,7,15,6,17,35,6,0
30,23,30,27,18,43,47,1
39,32,11,35,39,4,46,1
5,5,21,23,42,3,8,0
31,18,31,48,24,26,19,1
34,30,18,48,24,12,39,1
34,49,29,3,31,6,30,1
35,34,35,49,8,8,38,1
11,11,8,10,10,41,46,0
2,10,20,39,3,49,21,0
48,47,6,36,32,11,7,1
26,3,17,43,3,23,22,0
5,11,3,22,47,2,39,0
43,49,38,26,11,37,29,1
13,5,28,12,7,30,1,0
9,48,4,20,6,12,37,0
16,23,25,8,12,21,41,0
28,22,28,23,43,14,49,1
32,43,15,32,39,34,30,1
27,18,37,8,17,6,14,0
29,5,3,1,10,43,35,0
49,25,48,24,25,2,39,1
6,46,42,1,19,22,42,1
37,33,33,26,26,49,8,1
10,40,41,7,38,36,6,1
33,46,34,24,13,49,40,1
35,44,37,19,3,11,31,1
15,12,4,45,2,34,44,0
18,9,33,46,20,9,17,0
2,12,30,48,42,45,29,1
44,45,21,38,5,10,3,0
20,8,5,35,9,26,8,0
2,46,38,35,47,9,2,1
7,13,23,48,15,30,41,1
32,15,45,4,34,25,36,1
18,17,21,34,30,15,35,0
38,13,36,20,33,30,8,1
23,42,44,35,44,22,48,1
1,27,44,6,7,21,28,0
19,2,19,32,12,45,18,0
41,11,4,24,12,20,25,0
26,39,18,43,23,25,12,1
39,38,15,34,21,28,1,1
37,43,8,8,14,30,19,0
24,33,11,32,49,19,26,1
2,38,26,39,18,38,1,0
40,11,3,37,6,9,17,0
47,21,5,33,13,9,5,0
48,24,25,45,13,34,33,1
48,35,27,49,15,31,28,1
22,48,6,14,29,39,2,0
11,30,11,6,8,3,45,0
17,4,32,40,42,7,3,0
10,49,11,8,31,42,46,1
36,6,16,29,11,47,39,1
5,42,39,34,7,30,18,0
2,29,33,6,5,16,14,0
45,21,40,40,35,48,39,1
39,9,8,19,24,29,41,0
32,6,7,35,9,32,20,0
45,35,1,2,24,41,3,0
4,9,10,19,7,4,24,0
8,32,25,39,44,3,38,1
12,27,21,11,36,26,42,0
12,5,34,44,5,20,2,0
22,35,10,4,43,27,13,0
12,44,29,6,41,9,46,1
35,9,20,25,35,7,49,1
49,20,19,19,19,6,29,0
32,39,33,35,11,25,29,1
2,49,46,7,11,21,46,1
39,15,47,44,9,38,14,1
32,5,16,36,29,7,28,0
32,22,2,3,20,32,19,0
12,17,29,39,36,7,22,0
35,47,45,28,33,38,20,1
28,48,24,16,10,32,5,0
22,9,14,13,18,37,7,0
39,20,46,44,33,42,25,1
4,12,1,22,1,39,6,0
48,35,39,4,32,25,48,1
6,29,44,45,45,7,5,1
8,45,42,45,43,1,42,1
32,16,3,20,1,21,34,0
26,21,29,40,33,22,5,1
38,2,20,4,41,38,2,0
22,4,32,36,48,39,28,1
14,48,34,13,38,27,43,1
5,27,11,22,37,4,10,0
7,32,35,10,11,8,23,0
8,45,29,35,10,26,10,0
49,23,34,47,39,46,45,1
21,41,24,22,1,11,13,0
5,5,30,12,38,33,34,0
34,47,27,3,41,48,2,1
8,25,17,29,10,25,36,0
33,32,35,16,8,36,9,0
48,40,36,35,10,8,37,1
19,46,15,15,48,29,39,1
23,25,16,9,10,36,10,0
9,10,36,12,15,1,48,0
5,6,40,36,27,6,22,0
46,48,40,45,2,20,20,1
33,19,15,45,10,26,34,1
19,37,16,36,13,7,38,0
36,6,45,41,16,24,2,0
10,29,20,48,36,46,34,1
4,32,7,22,49,16,42,0
33,8,15,10,28,49,20,0
45,40,15,15,21,32,40,1
48,32,6,25,26,44,25,1
30,2,25,42,32,48,20,1
37,42,10,16,19,27,23,0
45,27,24,32,20,25,29,1
8,33,41,16,6,43,39,1
36,39,9,40,9,17,31,1
23,21,11,8,40,26,12,0
32,32,14,5,32,7,44,0
42,38,22,23,27,4,21,1
4,31,24,18,29,35,7,0
14,27,47,12,40,30,14,1
6,24,21,19,36,40,36,1
48,26,13,6,21,16,28,0
18,30,14,37,23,22,3,0
39,10,38,48,40,31,16,1
15,5,9,31,30,29,48,0
23,43,5,39,27,46,4,1
42,2,48,32,26,8,28,1
48,22,29,19,11,22,19,0
32,22,46,28,37,25,42,1
17,25,18,6,12,11,27,0
3,36,21,12,36,37,42,1
26,21,17,14,23,14,10,0
45,2,22,12,1,9,6,0
31,17,19,49,22,48,47,1
40,27,24,37,20,4,34,1
22,48,29,12,40,7,49,1
20,28,2,47,23,22,33,0
26,39,21,13,44,42,48,1
28,18,31,11,19,19,37,0
15,7,12,41,35,45,44,1
33,2,49,1,10,16,30,0
37,27,10,9,5,2,48,0
38,16,29,27,28,20,44,1
27,46,3,18,20,20,33,0
47,27,24,23,36,5,11,0
14,15,14,33,33,2,5,0
24,45,39,39,21,36,30,1
14,16,22,38,42,31,12,0
37,16,35,15,2,32,36,0
28,15,38,36,30,25,7,1
6,18,15,45,21,47,14,0
36,36,12,43,40,35,38,1
30,48,28,22,19,29,1,1
5,15,18,24,17,7,27,0
48,13,25,16,22,25,15,0
23,45,3,2,36,17,1,0
38,24,26,18,20,49,46,1
16,20,45,29,1,4,9,0
39,48,22,49,31,39,7,1
45,38,23,40,23,8,14,1
24,43,17,47,26,36,17,1
27,33,41,40,4,23,1,0
26,29,2,31,38,40,30,1
30,44,49,48,28,11,7,1
46,47,44,14,10,19,41,1
46,30,39,1,13,15,49,1
11,14,31,5,26,21,47,0
18,20,35,25,38,35,5,1
10,9,45,9,12,9,46,0
17,44,42,31,16,29,45,1
33,28,30,37,42,8,39,1
1,32,5,20,35,47,41,1
13,28,49,12,44,30,36,1
39,29,19,9,4,36,23,0
6,31,26,44,24,7,26,0
46,32,49,29,34,33,12,1
45,32,36,23,48,17,38,1
6,27,13,44,41,24,4,0
16,38,43,38,23,24,15,1
6,19,27,2,26,4,13,0
11,34,48,3,29,9,37,0
40,28,23,28,29,28,45,1
16,36,3,25,12,7,31,0
3,1,6,48,9,18,36,0
35,32,2,39,10,18,33,0
27,29,10,29,19,34,20,0
5,32,18,9,5,37,47,0
13,20,30,6,10,30,2,0
33,11,2,40,46,34,8,0
30,39,5,45,40,40,39,1
3,27,3,37,24,27,45,0
10,22,16,7,40,49,49,1
13,4,41,11,25,28,44,0
20,32,30,11,45,22,24,1
23,30,25,46,25,16,10,0
6,15,2,41,49,26,30,0
41,39,39,26,33,26,26,1
31,39,30,41,44,21,25,1
34,10,45,38,35,39,28,1
31,33,24,6,21,15,34,0
37,27,42,8,28,29,37,1
48,29,11,29,46,36,2,1
40,5,28,10,2,14,1,0
42,47,30,23,15,12,46,1
29,47,14,45,7,40,35,1
30,48,18,5,13,47,21,1
9,2,40,24,24,34,23,0
16,4,1,2,9,39,12,0
30,42,9,21,40,19,16,1
27,5,39,13,43,4,33,0
16,38,40,32,45,13,19,1
32,42,35,42,11,8,30,1
31,36,11,6,17,18,2,0
47,32,28,5,16,28,28,1
14,7,27,20,38,30,47,1
6,38,38,37,26,10,8,0
37,24,49,28,27,10,33,1
25,10,36,9,4,49,5,0
28,26,46,15,25,22,18,1
47,17,8,28,33,1,42,1
17,6,47,34,20,32,15,0
41,24,24,7,18,30,13,0
1,22,1,39,48,12,25,0
26,24,22,23,39,3,31,0
3,3,1,43,49,34,5,0
1,2,33,17,23,16,49,0
38,3,21,6,22,14,17,0
44,16,44,22,7,29,26,1
14,36,29,3,29,5,37,0
47,33,16,27,44,48,20,1
23,17,8,31,31,42,38,1
5,43,24,41,22,41,38,1
2,17,18,30,49,24,41,1
22,28,8,25,19,26,42,0
8,25,33,26,16,23,9,0
44,17,1,22,26,31,20,0
29,44,24,28,36,39,19,1
28,35,12,35,16,32,11,0
28,9,42,8,10,47,49,1
27,47,34,7,25,40,17,1
26,36,12,3,45,32,20,0
25,5,49,41,45,6,23,1
38,3,3,6,34,46,2,0
27,2,17,42,4,4,25,0
30,33,49,6,48,38,43,1
7,12,11,6,41,34,31,0
17,38,47,24,41,18,34,1
9,26,32,10,20,38,28,0
32,48,16,46,11,37,44,1
18,27,47,35,3,40,47,1
18,15,17,1,22,39,2,0
24,27,23,35,36,3,14,0
2,7,30,23,41,24,10,0
13,1,44,38,8,33,25,0
31,30,17,31,11,29,24,0
16,22,15,22,25,34,20,0
5,30,49,36,17,43,11,1
37,29,30,4,45,3,1,0
19,28,22,15,37,3,4,0
49,13,24,37,20,34,11,1
33,10,34,46,46,12,32,1
13,9,31,19,12,20,18,0
5,16,38,48,25,2,40,0
17,26,27,21,35,6,22,0
16,6,47,2,7,28,47,0
27,28,41,14,27,32,3,0
15,25,45,18,28,47,31,1
14,44,30,15,40,11,1,0
21,6,20,17,23,9,5,0
21,17,32,32,19,39,22,1
39,45,45,1,17,4,48,1
23,5,39,29,6,4,33,0
45,38,30,3,27,16,6,0
32,31,14,29,17,26,17,0
16,45,36,33,30,14,12,1
23,42,5,21,9,44,17,0
36,23,43,20,31,14,41,1
17,4,26,17,37,3,25,0
35,45,25,39,26,1,12,1
49,36,2,44,29,30,12,1
25,33,47,42,18,7,43,1
20,5,27,24,30,32,7,0
28,11,42,42,48,49,29,1
10,48,49,17,38,4,36,1
36,15,47,6,12,24,26,0
2,35,35,13,9,32,34,0
34,24,25,13,13,6,20,0
2,49,48,34,43,29,9,1
36,33,28,6,25,18,19,0
4,11,20,48,44,44,36,1
42,21,14,15,7,6,16,0
20,44,13,5,28,40,4,0
36,4,46,5,2,26,4,0
37,43,22,1,32,44,31,1
42,16,3,26,25,4,8,0
21,14,30,27,32,48,41,1
30,44,12,35,45,45,2,1
38,40,16,16,22,7,47,1
12,4,31,28,11,13,20,0
47,3,19,37,9,19,2,0
11,49,10,27,2,46,15,0
8,41,37,4,28,29,30,1
40,38,28,4,16,25,36,1
1,18,16,48,3,27,10,0
20,14,19,36,10,2,33,0
42,36,25,17,10,36,4,0
3,6,40,33,36,24,34,1
23,36,43,42,11,7,25,1
43,5,20,15,23,32,5,0
10,48,44,25,8,48,34,1
6,15,21,35,15,6,29,0
38,10,41,22,21,30,5,0
40,24,6,42,39,26,46,1
47,3,11,42,47,43,23,1
36,7,1,24,14,38,15,0
41,13,49,12,34,46,19,1
44,15,30,31,18,13,32,1
23,41,8,34,20,4,37,0
47,46,37,21,25,9,48,1
43,19,20,44,14,35,23,1
22,37,1,45,44,42,21,1
33,41,22,20,25,12,47,1
15,17,6,45,10,12,12,0
11,45,10,8,15,4,17,0
40,22,6,15,29,39,4,0
36,49,24,12,38,4,22,1
27,12,13,48,13,19,33,0
29,16,49,41,36,38,32,1
26,25,18,39,48,3,7,0
33,3,7,16,6,41,26,0
8,13,19,4,17,11,27,0
34,31,23,48,31,2,44,1
13,24,9,1,44,18,21,0
9,30,9,13,29,37,18,0
48,21,48,6,49,25,29,1
37,2,41,27,15,3,3,0
44,44,37,29,49,47,30,1
44,27,4,45,11,48,45,1
42,49,7,22,49,5,4,1
38,16,43,10,24,11,11,0
44,34,23,46,24,33,34,1
9,7,32,8,22,21,10,0
15,2,7,45,17,49,40,0
46,45,39,6,46,39,11,1
46,34,10,40,9,26,36,1
11,18,32,38,20,42,44,1
31,20,29,9,36,20,24,0
31,13,3,27,39,16,8,0
43,14,28,47,38,14,31,1
41,2,22,13,2,22,3,0
22,16,10,18,7,7,9,0
10,12,44,19,27,5,1,0
8,35,47,2,9,20,12,0
41,27,36,11,23,42,36,1
14,25,24,1,25,45,15,0
19,17,25,7,26,8,45,0
48,38,9,13,38,39,44,1
9,10,29,40,36,28,22,0
33,4,6,33,39,49,17,1
24,20,3,24,4,49,10,0
26,10,9,48,10,35,41,1
1,30,48,48,20,48,16,1
40,9,27,8,28,23,21,0
23,20,46,21,10,23,22,0
